token_id,frequency,rock_count,rock_rate,avg_loss_before,avg_loss_after,avg_improvement,avg_teacher_entropy,avg_student_entropy_before,avg_student_entropy_after,rank_by_rate,rank_by_count,token_string
6961,41,13,0.3170731707317073,0.7817057489920421,0.8159800361039432,-0.03427428711190106,0.8816441867597083,0.9258001635430335,0.889275541455235,161,2028, physical
5815,41,13,0.3170731707317073,0.9397584890116987,0.9034269381845994,0.03633155082709927,0.6913920489390787,0.6390840873243473,0.7011354705638241,162,2029, associated
21008,42,13,0.30952380952380953,0.6301255049183965,0.6226544684420029,0.007471036476393578,0.8960045683419421,1.0226472944376015,1.1462544614360446,181,2030, Handles
34193,43,13,0.3023255813953488,0.8067811827045367,0.9337536511119715,-0.1269724684074348,0.9668658474070388,1.1596405918948178,1.0767583626993866,200,2031,Notice
20599,31,12,0.3870967741935484,1.3987024677219324,1.1907280211529019,0.20797444656903052,1.0143001955533575,0.8874426410326364,0.8962454862383956,54,2121,skip
19798,31,12,0.3870967741935484,1.1866063904618063,1.03636261243974,0.15024377802206623,0.9076423242447837,1.083169825014568,1.0930750577920867,55,2122,direct
883,31,12,0.3870967741935484,0.9900198866569282,1.1534212304463276,-0.1634013437893994,0.7870323387790721,0.7854475168777494,0.6129851704746663,56,2123, man
16229,33,12,0.36363636363636365,0.9452195247691689,1.0397507433751316,-0.0945312186059627,1.0576686952404226,1.1229032869591857,1.148854578308987,76,2124, educational
52933,34,12,0.35294117647058826,0.7388873533302959,0.7068854239741929,0.03200192935610302,1.0117669005532448,0.8659798211883754,0.8594122988168451,90,2125, trig
58078,34,12,0.35294117647058826,0.6438505718046251,0.6449761314742157,-0.0011255596695906034,1.2953614182770252,1.3304156678564407,1.2031748213750475,91,2126,much
3476,34,12,0.35294117647058826,0.8783137214293673,0.9886987745446658,-0.11038505311529856,0.6550112955833808,0.4444007874425625,0.41292827250045233,92,2127, role
44868,34,12,0.35294117647058826,0.8055343806524488,0.9400263348703876,-0.1344919542179388,1.2835461065611418,1.2230954538373386,1.223971646059962,93,2128, approximate
4228,35,12,0.34285714285714286,0.7632873417011329,0.6924015121800559,0.07088582952107703,1.5203747868537902,1.5286138594150542,1.4942813864776066,108,2129, treat
